Time,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Units,Reference,Data Access And Licensing,,,
Nuclear energy 1.Nuclear Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,359.83,364.54,368.04,369.49,369.48,368.27,367.41,370.93,350.66,350.94,349.47,353.96,360.5,368.19,369.42,374.11,369.59,369.8,366.79,370.99,,,GW,https://pris.iaea.org/PRIS/WorldStatistics/WorldTrendNuclearPowerCapacity.aspx,,,,
Nuclear energy 1.Nuclear Energy Output[1],727.234416,858.831408,931.794264,1056.04524,1281.548412,1520.941464,1629.031104,1772.03916,1931.92128,1986.83856,2043.619452,2141.39196,2157.646824,2231.953056,2273.84928,2372.47668,2458.370052,2441.46348,2483.47872,2577.978792,2636.165736,2710.601831,2753.922091,2698.123217,2820.743086,2828.145536,2863.392354,2805.020612,2796.324371,2756.755906,2827.797254,2709.467655,2523.672554,2543.825637,2595.772555,2630.724254,2669.863988,2693.7116,2752.550182,2850.142322,2741.550215,2857.476909,2732.336524,2791.708855,,TWh,"Inverted conversion to primary energy. Energy Institute - Statistical Review of World Energy (2024); Smil (2017) – with major processing by Our World in Data. “Primary energy from biofuels” [dataset]. Energy Institute, “Statistical Review of World Energy”; Smil, “Energy Transitions: Global and National Perspectives” [original data].",,,,
Nuclear energy 1.Nuclear Installation Costs[1],4018.727665,3667.211055,3611.877882,3538.520874,3836.689381,4013.215532,4076.025717,4124.426296,4182.565905,4535.703914,3996.702784,3979.737856,3898.433596,3910.569406,3589.661397,3645.360793,3678.411456,3159.558122,3662.541339,3451.707565,3499.191243,3571.978959,3546.470556,3181.034807,3413.598497,3310.615424,3056.718224,3186.73549,3096.277389,2673.39369,2673.39369,,,,,,,,,,,,,,,c$/kW,"Inflation adjusted, Based on Lovering et al . 2016 (DOI:10.1016/j.enpol.2016.01.011)",,,,
Energy supply 1.Renewable Energy Output[1],1910.546834,1953.11339,1999.479401,2092.83774,2172.563308,2219.189049,2260.905333,2296.990667,2371.049458,2375.872114,2470.566612,2531.411628,2541.187639,2690.775675,2717.287883,2863.822201,2902.918069,2967.009689,3000.695525,3037.116274,3105.430996,3050.033757,3140.773136,3171.551779,3436.247982,3595.792477,3790.430903,3952.712433,4283.507469,4405.822079,4772.673672,5015.010278,5363.842452,5742.437375,6058.485703,6313.068562,6706.920321,7131.250344,7615.702741,8050.233108,8549.825535,9064.235538,9709.060651,10253.54573,,TWh,"summed solar, wind, hydro, bio fuels, other. Inverted conversion to primary energy. Energy Institute - Statistical Review of World Energy (2024); Smil (2017) – with major processing by Our World in Data. “Primary energy from biofuels” [dataset]. Energy Institute, “Statistical Review of World Energy”; Smil, “Energy Transitions: Global and National Perspectives” [original data].",,,,
Energy supply 1.Total Renewable Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,715.352741,734.528475,752.785921,781.446167,812.451846,847.451199,885.138164,932.934007,992.613206,1065.355228,1148.412824,1248.12055,1356.17919,1470.10366,1596.37102,1743.69612,1897.11152,2061.47886,2227.20527,2404.5639,2664.9831,2920.71815,3207.47985,,,GW, summed solar wind and hydro https://ourworldindata.org/grapher/installed-global-renewable-energy-capacity-by-technology,,,,
Energy demand 1.Share of energy for buildings[1],0.307557936,0.308835699,0.31642116,0.317568335,0.320032707,0.325949915,0.322802053,0.320171881,0.31790168,0.319265009,0.307381267,0.310565176,0.30983731,0.335062164,0.332274489,0.331904873,0.33559394,0.331295035,0.328237114,0.329707131,0.323978104,0.32504195,0.322294588,0.321539995,0.312142672,0.306719416,0.300724148,0.296079408,0.29885096,0.301688168,0.293809966,0.287607022,0.28398101,0.287011169,0.282148763,0.281722005,0.281923304,0.281647008,0.283060034,0.281933359,0.291792197,0.286782475,0.282922729,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share of energy for industry and other[1],0.457475531,0.455505394,0.447048502,0.445609559,0.444981318,0.43776148,0.437590065,0.439291205,0.438310639,0.431551324,0.437166302,0.434643511,0.428967633,0.402753274,0.401589575,0.401013714,0.391270798,0.395122547,0.39232869,0.388214402,0.391867653,0.390679394,0.390644876,0.394133705,0.403357101,0.411099712,0.417459832,0.420269282,0.417981937,0.416358075,0.42742781,0.432673469,0.436621059,0.431150419,0.434709333,0.428802811,0.426055554,0.425125376,0.422948805,0.424141126,0.443775845,0.441745633,0.438942466,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share of energy for transportation[1],0.234966533,0.235658907,0.236530338,0.236822107,0.234985975,0.236288605,0.239607882,0.240536913,0.243787682,0.249183667,0.25545243,0.254791313,0.261195057,0.262184562,0.266135937,0.267081413,0.273135263,0.273582419,0.279434196,0.282078466,0.284154243,0.284278655,0.287060536,0.2843263,0.284500227,0.282180872,0.28181602,0.28365131,0.283167104,0.281953758,0.278762223,0.279719509,0.279397931,0.281838412,0.283141904,0.289475185,0.292021142,0.293227616,0.293991161,0.293925515,0.264431958,0.271471892,0.278134805,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Solar energy 1.Installation Cost of Solar capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.2811187,883.3667301,737.2653193,478.6815474,347.7442469,223.7088661,216.143832,200,217.26,,,c$/kW,inflation adjusted  https://www.iea.org/data-and-statistics/charts/average-prices-for-selected-technologies-2014-2023,,,,
Solar energy 1.Solar Energy Capacity[1],,,,,,,,,,,,,,,,,6.1,7.6,10.2,13.6,17.4,23.9,31.1,39.431,47.62,59.091,73.938,93.889,120.624,158.975,198.001,238.05,267.31,299.929,349.458,416.435,467.241,514.93,563.68,622.73,733.473,824.321,902.883,1017.39,,GW,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2013/GWEC/GWEC_Global-Wind-Market.pdf?la=en&hash=DC442F391D2CE7613898A3F1FD24623319C7D03D,https://www.irena.org/Energy-Transition/Technology/Wind-energy,,,
Solar energy 1.Solar Energy Output[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.602,252.269,324.797,437.515,560.036,689.902,835.685,1030.571,1294.481,,,TWh,https://www.iea.org/energy-system/renewables/solar-pv,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2024/Jul/IRENA_Renewable_Energy_Statistics_2024.pdf?rev=c1fd271e788d42d189fa1b1f625cf521,,,
Wind energy 1.Installation Cost of Wind capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.196204,1261.952472,1105.897979,1077.033482,927.3179918,894.8354645,864.575328,800,736.4448127,,,c$/kW,inflation adjusted  https://www.iea.org/data-and-statistics/charts/average-prices-for-selected-technologies-2014-2022,,,,
Wind energy 1.Wind Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,0.80851805,1.09423,1.438089,1.9658102,3.0504363,4.5461445,6.0904202,8.502738,14.725166,22.836248,40.327347,72.20546,100.469,136.274,175.039,223.23,295.174,390.782,486.176,588.649,719.813,864.266,1064.275,1411.139,,GW,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2024/Jul/IRENA_Renewable_Energy_Statistics_2024.pdf?rev=c1fd271e788d42d189fa1b1f625cf521,https://www.irena.org/Energy-Transition/Technology/Solar-energy,,,
Wind energy 1.Wind Energy Output[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.113,636.479,712.13,827.886,952.944,1131.755,1258.926,1412.636,1588.319,1840.364,2098.332,,,TWh,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2024/Jul/IRENA_Renewable_Energy_Statistics_2024.pdf?rev=c1fd271e788d42d189fa1b1f625cf521,,,,
Gas to electricity conversion.Secondary Fossil Energy Output gas[1],,,,,,1426.3318,1432.6915,1516.5096,1540.98,1728.5537,1788.726,1814.145,1828.4281,1862.4302,1923.7316,2034.872,2100.1453,2270.331,2407.8464,2600.2073,2745.57,2914.78,3104.81,3255.5,3503.08,3680.54,3900.59,4219.27,4361.06,4382.27,4807.53,4866.06,5160.87,5057.63,5217.11,5542.13,5852.3,5978.13,6229.08,6405.51,6386.34,6546.18,6606.91,6684.39,6795.95,TWh,,,,,
Oil to electricity conversion.Secondary Fossil Energy Output oil[1],,,,,,1110.7574,1168.2734,1183.1753,1256.5248,1350.2001,1366.0936,1351.4529,1329.7122,1268.5487,1303.7859,1261.7968,1247.4473,1245.286,1295.5375,1267.9274,1323.96,1284.72,1271.49,1295.92,1263.28,1277.64,1175.8,1196.17,1171,1070.21,1077.88,1186.63,1238.37,1196.47,1143.5,1133.61,1085.64,994.62,909.06,854.82,775.3,855.07,886.49,865.46,857.48,TWh,,,,,
Coal to electricity conversion.Secondary Fossil Energy Output coal[1],,,,,,3748.3848,3839.0095,4058.0767,4200.6743,4376.982,4460.2417,4557.0664,4649.81,4727.7744,4891.716,5038.7197,5279.495,5395.6333,5511.2114,5630.671,5808.81,5890.67,6144.3,6574.95,6797.3,7167.21,7566.97,8051.83,8074.84,7951.84,8459.14,8911.1,8961.01,9424.99,9601.04,9281.28,9325.3,9649.94,10028.19,9821.41,9437.11,10154.13,10263.17,10452.92,10587.47,TWh,,,,,
Energy Demand 1.Coal demand FUEL[1],,,,,,,0.049460482,0.050137708,0.050400606,0.05141382,0.050951745,0.049484766,0.046745228,0.04553719,0.043642222,0.043212242,0.04339083,0.042775765,0.04213637,0.039880123,0.038937224,0.037950472,0.040097443,0.040859354,0.045313094,0.052030909,0.057128978,0.060296751,0.062972057,0.066417183,0.067010808,0.069615392,0.074688078,0.075971088,0.074552157,0.073607088,0.072881988,0.067356308,0.067393749,0.068763869,0.071419083,0.069375447,0.070598005,0.076100256,,zJ,,,,,
Energy Demand 1.Gas demand FUEL[1],,,,,,,0.044684005,0.045917392,0.04812969,0.050723884,0.051273004,0.052824173,0.053725379,0.053822889,0.054279999,0.054571491,0.055044966,0.058084164,0.056227314,0.056755524,0.057133067,0.058689875,0.05884357,0.059276813,0.060986289,0.062080409,0.062869867,0.064081816,0.06448932,0.066727625,0.063738049,0.067665704,0.070870845,0.070897988,0.073936542,0.074707066,0.074556129,0.074217187,0.077569155,0.082059766,0.084005611,0.081519941,0.08733793,0.084894611,,zJ,,,,,
Energy Demand 1.Coal Share[1],,,,,,,,,,,,,,,,,,,,,0.07808207,0.079074685,0.079374494,0.084552409,0.093627089,0.105056765,0.107843423,0.110384624,0.115296954,0.119475648,0.121303687,0.12581933,0.125388222,0.122046797,0.121667129,0.117579245,0.110668118,0.104383462,0.098230439,0.094686573,0.097050338,0.091587621,0.088374672,,,dmnl,Calculated through IEA Data Total energy consumption,,,,
Energy Demand 1.Liquid fuel Share[1],,,,,,,,,,,,,,,,,,,,,0.565735198,0.565349183,0.56379151,0.556966358,0.553279384,0.543175015,0.539077521,0.532619967,0.524318541,0.52361191,0.513923507,0.504687685,0.5036131,0.503046459,0.50355216,0.508612551,0.508695562,0.509890739,0.507415041,0.506305633,0.4880389,0.48768511,0.491589556,,,dmnl,Calculated through IEA Data Total energy consumption,,,,
Energy Demand 1.Gas Share[1],,,,,,,,,,,,,,,,,,,,,0.161965157,0.159246432,0.158481061,0.158651715,0.154612463,0.151860834,0.150046415,0.151164357,0.15388497,0.149213339,0.15438488,0.154971324,0.152928425,0.15581493,0.153793031,0.152845137,0.154829085,0.157150256,0.162211104,0.16549644,0.170201482,0.172147968,0.167766398,,,dmnl,Calculated through IEA Data Total energy consumption,,,,
Energy Demand 1.Electricity Share[1],,,,,,,,,,,,,,,,,,,,,0.157084453,0.158644797,0.161605432,0.162920422,0.162732485,0.165298662,0.168117702,0.171751431,0.173246686,0.174423945,0.176370533,0.179529688,0.182384991,0.184591018,0.187039417,0.187256442,0.190770877,0.193176285,0.195658614,0.196835619,0.20559366,0.20725089,0.209731393,,,dmnl,Calculated through IEA Data Total energy consumption,,,,
Extraction of gas fuels.Share to fuel[1],,,,,,0.756365852,0.7576474,0.756246252,0.763362484,0.745798063,0.744948864,0.747692788,0.746855186,0.744717792,0.737920536,0.73216975,0.736735884,0.713737495,0.701860436,0.686943982,0.679078136,0.665146759,0.654772337,0.650390385,0.640288559,0.633260281,0.624181381,0.611834989,0.610717033,0.602026619,0.596659622,0.604327591,0.592085708,0.610213773,0.604027038,0.590392997,0.581634646,0.586811896,0.59116814,0.588013019,0.586552043,0.598520122,0.583158,,,dmnl,,,,,
Extraction of liquid fuels.Share to fuel[1],,,,,,0.908354515,0.906513027,0.907169683,0.9045087,0.899081064,0.899282116,0.900325748,0.903173814,0.907175406,0.906615893,0.911177835,0.914090434,0.916553913,0.913638115,0.916900592,0.919473034,0.922994164,0.92499766,0.926612208,0.931085674,0.931523672,0.938765501,0.938737895,0.939880442,0.943362325,0.947440672,0.942981324,0.940029,0.943983195,0.947178958,0.949299915,0.954601732,0.959852893,0.964396291,0.966730585,0.966503813,0.965941205,0.965437078,,,dmnl,,,,,
Extraction of solid fuels.Share to fuel[1],,,,,,0.565939003,0.560396584,0.552901596,0.550641916,0.536220853,0.521760939,0.506647889,0.49464255,0.488779596,0.473103382,0.460977767,0.448362961,0.435275384,0.419511517,0.409456967,0.393321749,0.398670736,0.401399178,0.414736493,0.438325528,0.452777374,0.454929176,0.455043631,0.46466466,0.469504505,0.462903511,0.46373427,0.466785362,0.45082598,0.446207242,0.454447445,0.444349294,0.434758755,0.423678593,0.435612693,0.444086946,0.434462477,0.435944728,,,dmnl,,,,,
